date_old,date,time,temp,cum_precipitation,humidity,insolation,sunshine,wind,wind_direction,sea_lvl_pressure,pressure
2019-10-03 오전 12:00:00,2019-10-03,12,20,23.2,94.1,3.4,0,5.5,351.7,1004.1,994.2
2019-10-03 오전 12:01:00,2019-10-03,12,20.1,0,94.1,0,0,3.7,348.6,1004.1,994.2
2019-10-03 오전 12:02:00,2019-10-03,12,20,0,94.1,0,0,3.6,346.4,1004.1,994.2
2019-10-03 오전 12:03:00,2019-10-03,12,20,0,94.1,0,0,3.1,349.1,1004.1,994.2
2019-10-03 오전 12:04:00,2019-10-03,12,20,0,94,0,0,3.4,335.9,1004.1,994.2
2019-10-03 오전 12:05:00,2019-10-03,12,20,0,94.1,0,0,1.8,5.7,1004.1,994.2
2019-10-03 오전 12:06:00,2019-10-03,12,20,0.1,94,0,0,3.8,342.4,1004,994.1
2019-10-03 오전 12:07:00,2019-10-03,12,20,0.1,94,0,0,5.2,346.3,1004,994.1
2019-10-03 오전 12:08:00,2019-10-03,12,20,0.1,94,0,0,3.3,347.6,1004,994.1
2019-10-03 오전 12:09:00,2019-10-03,12,20,0.1,94,0,0,4,349.3,1004,994.1
2019-10-03 오전 12:10:00,2019-10-03,12,20,0.1,93.9,0,0,3.1,334.9,1004,994.1
2019-10-03 오전 12:11:00,2019-10-03,12,20.1,0.1,93.9,0,0,3.2,339.4,1003.9,994
2019-10-03 오전 12:12:00,2019-10-03,12,20.1,0.1,94,0,0,2.6,355,1003.9,994
2019-10-03 오전 12:13:00,2019-10-03,12,20.1,0.2,94,0,0,2.7,351.2,1003.9,994
2019-10-03 오전 12:14:00,2019-10-03,12,20.1,0.2,94,0,0,3.4,340.4,1003.8,993.9
2019-10-03 오전 12:15:00,2019-10-03,12,20.1,0.2,94.1,0,0,5.2,333.8,1003.8,993.9
2019-10-03 오전 12:16:00,2019-10-03,12,20.1,0.2,94.1,0,0,3.6,332,1003.7,993.8
2019-10-03 오전 12:17:00,2019-10-03,12,20.1,0.2,94.1,0,0,3.1,343.9,1003.7,993.8
2019-10-03 오전 12:18:00,2019-10-03,12,20,0.2,94.2,0,0,3.2,346.2,1003.7,993.8
2019-10-03 오전 12:19:00,2019-10-03,12,20,0.2,94.1,0,0,3.7,348.6,1003.7,993.8
2019-10-03 오전 12:20:00,2019-10-03,12,20,0.2,94.1,0,0,4.2,332.2,1003.6,993.7
2019-10-03 오전 12:21:00,2019-10-03,12,20,0.3,94.1,0,0,3.2,336.6,1003.6,993.7
2019-10-03 오전 12:22:00,2019-10-03,12,20,0.3,94.1,0,0,5,3.4,1003.6,993.7
2019-10-03 오전 12:23:00,2019-10-03,12,20,0.3,94.1,0,0,3.9,341.1,1003.6,993.7
2019-10-03 오전 12:24:00,2019-10-03,12,20,0.3,94,0,0,4.1,332.9,1003.5,993.6
2019-10-03 오전 12:25:00,2019-10-03,12,20,0.3,94,0,0,5.1,343.3,1003.5,993.6
2019-10-03 오전 12:26:00,2019-10-03,12,20,0.4,94,0,0,5.4,340.8,1003.5,993.6
2019-10-03 오전 12:27:00,2019-10-03,12,20,0.4,94,0,0,3.4,342.6,1003.5,993.6
2019-10-03 오전 12:28:00,2019-10-03,12,20,0.5,94,0,0,5.5,338,1003.5,993.6
2019-10-03 오전 12:29:00,2019-10-03,12,20,0.6,94,0,0,5.5,352.8,1003.4,993.5
2019-10-03 오전 12:30:00,2019-10-03,12,20,0.6,93.9,0,0,4.8,349.5,1003.4,993.5
2019-10-03 오전 12:31:00,2019-10-03,12,20,0.6,93.9,0,0,3.4,347.7,1003.4,993.5
2019-10-03 오전 12:32:00,2019-10-03,12,20.1,0.8,94,0,0,4,342.7,1003.4,993.5
2019-10-03 오전 12:33:00,2019-10-03,12,20.1,0.8,94,0,0,4.4,339.7,1003.4,993.5
2019-10-03 오전 12:34:00,2019-10-03,12,20,0.8,94,0,0,4.2,336.8,1003.3,993.4
2019-10-03 오전 12:35:00,2019-10-03,12,20,0.8,94,0,0,2.9,340.1,1003.4,993.5
2019-10-03 오전 12:36:00,2019-10-03,12,20,0.8,94,0,0,4.5,324.3,1003.4,993.5
2019-10-03 오전 12:37:00,2019-10-03,12,20,0.9,94,0,0,4.7,338.3,1003.4,993.5
2019-10-03 오전 12:38:00,2019-10-03,12,20,0.9,94,0,0,2.6,337,1003.4,993.5
2019-10-03 오전 12:39:00,2019-10-03,12,20,0.9,94,0,0,3.3,358.6,1003.3,993.4
2019-10-03 오전 12:40:00,2019-10-03,12,20,1,94,0,0,4.5,344,1003.3,993.4
2019-10-03 오전 12:41:00,2019-10-03,12,20,1,93.9,0,0,2.9,351.5,1003.3,993.4
2019-10-03 오전 12:42:00,2019-10-03,12,20,1.1,93.9,0,0,4.6,339.9,1003.2,993.3
2019-10-03 오전 12:43:00,2019-10-03,12,20,1.1,93.9,0,0,4.2,328.3,1003.2,993.3
2019-10-03 오전 12:44:00,2019-10-03,12,20,1.2,93.9,0,0,3.6,338.2,1003.2,993.3
2019-10-03 오전 12:45:00,2019-10-03,12,20,1.3,93.9,0,0,4.3,351.8,1003.2,993.3
2019-10-03 오전 12:46:00,2019-10-03,12,20,1.3,93.9,0,0,5.2,342.1,1003.1,993.2
2019-10-03 오전 12:47:00,2019-10-03,12,20,1.3,93.8,0,0,3.6,355.3,1003.1,993.2
2019-10-03 오전 12:48:00,2019-10-03,12,20,1.4,93.8,0,0,3.3,351.7,1003.1,993.2
2019-10-03 오전 12:49:00,2019-10-03,12,20,1.4,93.8,0,0,3,355.9,1003.1,993.2
2019-10-03 오전 12:50:00,2019-10-03,12,20,1.4,93.7,0,0,4.3,327.1,1003.1,993.2
2019-10-03 오전 12:51:00,2019-10-03,12,20,1.4,93.7,0,0,3.5,2.3,1003.1,993.2
2019-10-03 오전 12:52:00,2019-10-03,12,20,1.5,93.7,0,0,3.9,334.7,1003.1,993.2
2019-10-03 오전 12:53:00,2019-10-03,12,19.9,1.5,93.6,0,0,3.1,340.5,1003.1,993.2
2019-10-03 오전 12:54:00,2019-10-03,12,20,1.6,93.7,0,0,4.4,350.2,1003.1,993.2
2019-10-03 오전 12:55:00,2019-10-03,12,20,1.6,93.6,0,0,4.5,348.7,1003.1,993.2
2019-10-03 오전 12:56:00,2019-10-03,12,20,1.6,93.7,0,0,4,353.5,1003,993.1
2019-10-03 오전 12:57:00,2019-10-03,12,20.1,1.7,93.7,0,0,5.1,341.2,1003,993.1
2019-10-03 오전 12:58:00,2019-10-03,12,20.1,1.7,93.6,0,0,4.7,354.6,1003,993.1
2019-10-03 오전 12:59:00,2019-10-03,12,20.1,1.7,93.5,0,0,4.7,344.5,1003,993.1
2019-10-03 오전 1:00:00,2019-10-03,1,20.1,1.7,93.4,0,0,3.1,351.9,1003,993.1
2019-10-03 오전 1:01:00,2019-10-03,1,20.1,1.8,93.3,0,0,4,347.8,1003,993.1
2019-10-03 오전 1:02:00,2019-10-03,1,20.1,1.8,93.3,0,0,3.8,4,1003,993.1
2019-10-03 오전 1:03:00,2019-10-03,1,20.1,1.8,93.3,0,0,3.2,342.4,1002.9,993
2019-10-03 오전 1:04:00,2019-10-03,1,20,1.9,93.4,0,0,2.9,355.9,1002.9,993
2019-10-03 오전 1:05:00,2019-10-03,1,20,1.9,93.4,0,0,3.1,356,1002.9,993
2019-10-03 오전 1:06:00,2019-10-03,1,20,1.9,93.5,0,0,3.1,337.4,1002.9,993
2019-10-03 오전 1:07:00,2019-10-03,1,20,1.9,93.6,0,0,4.1,355.3,1002.9,993
2019-10-03 오전 1:08:00,2019-10-03,1,20,2,93.7,0,0,2.5,5,1002.9,993
2019-10-03 오전 1:09:00,2019-10-03,1,20.1,2,93.8,0,0,3.4,354.8,1002.9,993
2019-10-03 오전 1:10:00,2019-10-03,1,20,2.1,93.8,0,0,4.2,3.4,1002.9,993
2019-10-03 오전 1:11:00,2019-10-03,1,20,2.1,93.8,0,0,3.2,21.5,1002.9,993
2019-10-03 오전 1:12:00,2019-10-03,1,20,2.1,93.8,0,0,3.6,8.6,1002.9,993
2019-10-03 오전 1:13:00,2019-10-03,1,20,2.1,93.8,0,0,4.9,22.8,1002.9,993
2019-10-03 오전 1:14:00,2019-10-03,1,20.1,2.2,93.8,0,0,4.2,0.8,1002.9,993
2019-10-03 오전 1:15:00,2019-10-03,1,20.1,2.2,93.8,0,0,3.6,12.9,1002.9,993
2019-10-03 오전 1:16:00,2019-10-03,1,20.1,2.2,93.8,0,0,2.5,352.9,1002.9,993
2019-10-03 오전 1:17:00,2019-10-03,1,20.1,2.2,93.9,0,0,2.6,5.7,1002.9,993
2019-10-03 오전 1:18:00,2019-10-03,1,20,2.2,93.9,0,0,3.3,2.2,1002.9,993
2019-10-03 오전 1:19:00,2019-10-03,1,20,2.2,93.9,0,0,3.6,0.5,1002.9,993
2019-10-03 오전 1:20:00,2019-10-03,1,20,2.2,93.9,0,0,3.4,32.3,1002.9,993
2019-10-03 오전 1:21:00,2019-10-03,1,20,2.2,93.9,0,0,2.8,350.8,1002.9,993
2019-10-03 오전 1:22:00,2019-10-03,1,20,2.3,93.9,0,0,2.7,3,1003,993.1
2019-10-03 오전 1:23:00,2019-10-03,1,20,2.3,94,0,0,3.4,358.6,1003,993.1
2019-10-03 오전 1:24:00,2019-10-03,1,20,2.3,93.9,0,0,3.2,355.3,1003,993.1
2019-10-03 오전 1:25:00,2019-10-03,1,20,2.3,93.9,0,0,3.6,348,1002.9,993
2019-10-03 오전 1:26:00,2019-10-03,1,20,2.3,93.9,0,0,3.1,4.1,1003,993.1
2019-10-03 오전 1:27:00,2019-10-03,1,20,2.3,93.9,0,0,2.8,351.8,1003,993.1
2019-10-03 오전 1:28:00,2019-10-03,1,20.1,2.3,93.9,0,0,3.8,0,1003,993.1
2019-10-03 오전 1:29:00,2019-10-03,1,20.1,2.4,93.9,0,0,3.6,20.5,1003,993.1
2019-10-03 오전 1:30:00,2019-10-03,1,20,2.4,93.9,0,0,2.9,357.4,1003,993.1
2019-10-03 오전 1:31:00,2019-10-03,1,20,2.4,93.9,0,0,3,2.5,1002.9,993
2019-10-03 오전 1:32:00,2019-10-03,1,20,2.4,93.8,0,0,5,16,1003,993.1
2019-10-03 오전 1:33:00,2019-10-03,1,20.1,2.4,93.9,0,0,3.7,12.1,1003,993.1
2019-10-03 오전 1:34:00,2019-10-03,1,20.1,2.4,93.9,0,0,3.8,11.1,1003,993.1
2019-10-03 오전 1:35:00,2019-10-03,1,20.1,2.4,93.9,0,0,3.7,11.5,1003,993.1
2019-10-03 오전 1:36:00,2019-10-03,1,20,2.4,93.8,0,0,3.6,13.1,1003,993.1
2019-10-03 오전 1:37:00,2019-10-03,1,20,2.4,93.8,0,0,2.7,359.6,1003,993.1
2019-10-03 오전 1:38:00,2019-10-03,1,20,2.4,93.8,0,0,2.9,354.3,1002.9,993
2019-10-03 오전 1:39:00,2019-10-03,1,20,2.5,93.8,0,0,3,14.5,1002.9,993
2019-10-03 오전 1:40:00,2019-10-03,1,20,2.5,93.9,0,0,3.7,14.6,1002.9,993
2019-10-03 오전 1:41:00,2019-10-03,1,20,2.5,93.9,0,0,2.5,0,1002.9,993
2019-10-03 오전 1:42:00,2019-10-03,1,20,2.5,93.9,0,0,2.2,1.8,1002.9,993
2019-10-03 오전 1:43:00,2019-10-03,1,20,2.5,93.9,0,0,2.7,16.1,1002.9,993
2019-10-03 오전 1:44:00,2019-10-03,1,20,2.5,94,0,0,2.5,359.2,1002.8,992.9
2019-10-03 오전 1:45:00,2019-10-03,1,20,2.6,94,0,0,3.1,350.4,1002.8,992.9
2019-10-03 오전 1:46:00,2019-10-03,1,20,2.6,94,0,0,2.2,4.9,1002.9,993
2019-10-03 오전 1:47:00,2019-10-03,1,19.9,2.6,94.1,0,0,2.3,356.7,1002.9,993
2019-10-03 오전 1:48:00,2019-10-03,1,20,2.6,94.1,0,0,3.4,344.2,1002.9,993
2019-10-03 오전 1:49:00,2019-10-03,1,20,2.7,94.1,0,0,3,352.1,1002.9,993
2019-10-03 오전 1:50:00,2019-10-03,1,19.9,2.7,94.2,0,0,2.2,0.6,1002.9,993
2019-10-03 오전 1:51:00,2019-10-03,1,20,2.7,94.1,0,0,6,342.7,1002.8,992.9
2019-10-03 오전 1:52:00,2019-10-03,1,20,2.8,94.1,0,0,2.8,350.2,1002.8,992.9
2019-10-03 오전 1:53:00,2019-10-03,1,20,2.9,94.1,0,0,4.3,346.4,1002.8,992.9
2019-10-03 오전 1:54:00,2019-10-03,1,20,2.9,94.1,0,0,3,333.9,1002.8,992.9
2019-10-03 오전 1:55:00,2019-10-03,1,20,2.9,94.1,0,0,2.2,339.8,1002.8,992.9
2019-10-03 오전 1:56:00,2019-10-03,1,20,2.9,94,0,0,2.5,6.2,1002.8,992.9
2019-10-03 오전 1:57:00,2019-10-03,1,20,3,94,0,0,3.2,320.9,1002.8,992.9
2019-10-03 오전 1:58:00,2019-10-03,1,19.9,3,93.8,0,0,3.9,328.6,1002.8,992.9
2019-10-03 오전 1:59:00,2019-10-03,1,19.9,3,93.8,0,0,4.1,339.7,1002.8,992.9
2019-10-03 오전 2:00:00,2019-10-03,2,19.9,3,93.8,0,0,3.9,341.3,1002.8,992.9
2019-10-03 오전 2:01:00,2019-10-03,2,19.9,3,93.8,0,0,3.9,337.5,1002.8,992.9
2019-10-03 오전 2:02:00,2019-10-03,2,20,3,93.9,0,0,4,339.6,1002.8,992.9
2019-10-03 오전 2:03:00,2019-10-03,2,20,3.1,93.9,0,0,4.2,337.5,1002.8,992.9
2019-10-03 오전 2:04:00,2019-10-03,2,20,3.1,93.9,0,0,4.5,342.1,1002.8,992.9
2019-10-03 오전 2:05:00,2019-10-03,2,19.9,3.1,93.9,0,0,4.3,336,1002.8,992.9
2019-10-03 오전 2:06:00,2019-10-03,2,19.9,3.1,93.9,0,0,3.7,335,1002.8,992.9
2019-10-03 오전 2:07:00,2019-10-03,2,19.9,3.1,93.9,0,0,2,353.4,1002.7,992.8
2019-10-03 오전 2:08:00,2019-10-03,2,19.9,3.1,93.8,0,0,2.8,334.1,1002.8,992.9
2019-10-03 오전 2:09:00,2019-10-03,2,19.9,3.1,93.8,0,0,2.5,349.2,1002.8,992.9
2019-10-03 오전 2:10:00,2019-10-03,2,19.9,3.2,93.8,0,0,2.8,359.7,1002.8,992.9
2019-10-03 오전 2:11:00,2019-10-03,2,19.9,3.2,93.8,0,0,3.6,339.4,1002.7,992.8
2019-10-03 오전 2:12:00,2019-10-03,2,19.9,3.2,93.7,0,0,3.9,330.3,1002.7,992.8
2019-10-03 오전 2:13:00,2019-10-03,2,19.9,3.2,93.7,0,0,2.7,343.5,1002.7,992.8
2019-10-03 오전 2:14:00,2019-10-03,2,19.9,3.2,93.7,0,0,2.5,352.5,1002.7,992.8
2019-10-03 오전 2:15:00,2019-10-03,2,19.9,3.2,93.7,0,0,1.9,349.9,1002.7,992.8
2019-10-03 오전 2:16:00,2019-10-03,2,19.9,3.2,93.7,0,0,2.6,339.3,1002.7,992.8
2019-10-03 오전 2:17:00,2019-10-03,2,19.9,3.3,93.7,0,0,2.6,333.5,1002.7,992.8
2019-10-03 오전 2:18:00,2019-10-03,2,19.9,3.3,93.7,0,0,2.5,335.2,1002.7,992.8
2019-10-03 오전 2:19:00,2019-10-03,2,19.9,3.3,93.7,0,0,4.5,334.6,1002.6,992.7
2019-10-03 오전 2:20:00,2019-10-03,2,19.9,3.3,93.6,0,0,3.4,339.6,1002.6,992.7
2019-10-03 오전 2:21:00,2019-10-03,2,19.9,3.3,93.6,0,0,2.8,339.4,1002.6,992.7
2019-10-03 오전 2:22:00,2019-10-03,2,19.9,3.3,93.7,0,0,3,338.8,1002.6,992.7
2019-10-03 오전 2:23:00,2019-10-03,2,19.9,3.3,93.7,0,0,2.9,329.7,1002.6,992.7
2019-10-03 오전 2:24:00,2019-10-03,2,19.9,3.3,93.7,0,0,1.5,333.6,1002.6,992.7
2019-10-03 오전 2:25:00,2019-10-03,2,19.9,3.3,93.7,0,0,2.1,348.9,1002.6,992.7
2019-10-03 오전 2:26:00,2019-10-03,2,19.9,3.3,93.7,0,0,4.6,339.6,1002.6,992.7
2019-10-03 오전 2:27:00,2019-10-03,2,20,3.3,93.7,0,0,2.1,351.3,1002.6,992.7
2019-10-03 오전 2:28:00,2019-10-03,2,19.9,3.3,93.7,0,0,3.3,326.6,1002.5,992.6
2019-10-03 오전 2:29:00,2019-10-03,2,19.9,3.4,93.7,0,0,2.6,318.4,1002.5,992.6
2019-10-03 오전 2:30:00,2019-10-03,2,19.9,3.4,93.7,0,0,4.2,325.4,1002.5,992.6
2019-10-03 오전 2:31:00,2019-10-03,2,19.9,3.4,93.8,0,0,3.1,323.2,1002.5,992.6
2019-10-03 오전 2:32:00,2019-10-03,2,19.9,3.4,93.8,0,0,2.6,325.3,1002.5,992.6
2019-10-03 오전 2:33:00,2019-10-03,2,19.9,3.4,93.7,0,0,3.5,325.2,1002.5,992.6
2019-10-03 오전 2:34:00,2019-10-03,2,19.9,3.4,93.7,0,0,3.1,324.7,1002.5,992.6
2019-10-03 오전 2:35:00,2019-10-03,2,19.9,3.4,93.6,0,0,2.6,325.3,1002.5,992.6
2019-10-03 오전 2:36:00,2019-10-03,2,19.9,3.4,93.6,0,0,2.4,340.8,1002.5,992.6
2019-10-03 오전 2:37:00,2019-10-03,2,19.9,3.4,93.6,0,0,3.8,323.4,1002.5,992.6
2019-10-03 오전 2:38:00,2019-10-03,2,19.9,3.4,93.6,0,0,2.9,319.4,1002.5,992.6
2019-10-03 오전 2:39:00,2019-10-03,2,19.9,3.4,93.5,0,0,3,305.4,1002.5,992.6
2019-10-03 오전 2:40:00,2019-10-03,2,19.9,3.4,93.5,0,0,2.5,319.2,1002.5,992.6
2019-10-03 오전 2:41:00,2019-10-03,2,19.9,3.5,93.5,0,0,2.5,331.6,1002.5,992.6
2019-10-03 오전 2:42:00,2019-10-03,2,19.9,3.5,93.4,0,0,2.9,345.9,1002.5,992.6
2019-10-03 오전 2:43:00,2019-10-03,2,20,3.5,93.3,0,0,3.7,323.9,1002.5,992.6
2019-10-03 오전 2:44:00,2019-10-03,2,19.9,3.5,93.3,0,0,2.2,318.7,1002.5,992.6
2019-10-03 오전 2:45:00,2019-10-03,2,19.9,3.5,93.2,0,0,2.8,293.4,1002.5,992.6
2019-10-03 오전 2:46:00,2019-10-03,2,19.9,3.5,93.1,0,0,3.1,335.3,1002.5,992.6
2019-10-03 오전 2:47:00,2019-10-03,2,19.9,3.5,93.1,0,0,3.7,325.9,1002.4,992.5
2019-10-03 오전 2:48:00,2019-10-03,2,19.9,3.5,93,0,0,3.1,335,1002.4,992.5
2019-10-03 오전 2:49:00,2019-10-03,2,19.9,3.5,92.9,0,0,3.6,344,1002.4,992.5
2019-10-03 오전 2:50:00,2019-10-03,2,19.9,3.5,92.9,0,0,4,318.4,1002.5,992.6
2019-10-03 오전 2:51:00,2019-10-03,2,19.9,3.6,92.7,0,0,2.1,337,1002.4,992.5
2019-10-03 오전 2:52:00,2019-10-03,2,19.9,3.6,92.6,0,0,3,331.2,1002.4,992.5
2019-10-03 오전 2:53:00,2019-10-03,2,19.9,3.6,92.5,0,0,3.2,318.3,1002.4,992.5
2019-10-03 오전 2:54:00,2019-10-03,2,19.9,3.6,92.4,0,0,1.9,338.1,1002.4,992.5
2019-10-03 오전 2:55:00,2019-10-03,2,19.9,3.6,92.4,0,0,2.3,324.4,1002.4,992.5
2019-10-03 오전 2:56:00,2019-10-03,2,19.9,3.6,92.5,0,0,4.1,337.3,1002.3,992.4
2019-10-03 오전 2:57:00,2019-10-03,2,19.9,3.7,92.5,0,0,4,312.1,1002.3,992.4
2019-10-03 오전 2:58:00,2019-10-03,2,19.9,3.7,92.6,0,0,2.4,329,1002.3,992.4
2019-10-03 오전 2:59:00,2019-10-03,2,19.9,3.7,92.6,0,0,1.4,357.7,1002.3,992.4
2019-10-03 오전 3:00:00,2019-10-03,3,19.9,3.7,92.6,0,0,2.8,335.6,1002.3,992.4
2019-10-03 오전 3:01:00,2019-10-03,3,19.9,3.7,92.6,0,0,3,325,1002.3,992.4
2019-10-03 오전 3:02:00,2019-10-03,3,19.9,3.7,92.5,0,0,3.1,313.2,1002.3,992.4
2019-10-03 오전 3:03:00,2019-10-03,3,19.9,3.7,92.5,0,0,2.3,335.9,1002.3,992.4
2019-10-03 오전 3:04:00,2019-10-03,3,19.9,3.7,92.5,0,0,3.1,332.7,1002.3,992.4
2019-10-03 오전 3:05:00,2019-10-03,3,19.9,3.7,92.5,0,0,2.9,319.6,1002.3,992.4
2019-10-03 오전 3:06:00,2019-10-03,3,19.9,3.8,92.5,0,0,1.8,327.9,1002.3,992.4
2019-10-03 오전 3:07:00,2019-10-03,3,19.9,3.8,92.6,0,0,2.3,324.3,1002.3,992.4
2019-10-03 오전 3:08:00,2019-10-03,3,19.9,3.8,92.5,0,0,2.2,327.1,1002.3,992.4
2019-10-03 오전 3:09:00,2019-10-03,3,19.9,3.8,92.6,0,0,2.1,307,1002.2,992.3
2019-10-03 오전 3:10:00,2019-10-03,3,19.9,3.8,92.7,0,0,1.7,341.7,1002.3,992.4
2019-10-03 오전 3:11:00,2019-10-03,3,19.9,3.8,92.8,0,0,1.9,332.2,1002.3,992.4
2019-10-03 오전 3:12:00,2019-10-03,3,19.9,3.8,92.9,0,0,1.6,336.7,1002.2,992.3
2019-10-03 오전 3:13:00,2019-10-03,3,20,3.8,93.1,0,0,2.2,310,1002.2,992.3
2019-10-03 오전 3:14:00,2019-10-03,3,20,3.8,93.3,0,0,2.6,306.6,1002.3,992.4
2019-10-03 오전 3:15:00,2019-10-03,3,20,3.8,93.5,0,0,2.6,302.7,1002.3,992.4
2019-10-03 오전 3:16:00,2019-10-03,3,20,3.8,93.7,0,0,1.4,337.5,1002.2,992.3
2019-10-03 오전 3:17:00,2019-10-03,3,20,3.8,93.7,0,0,2.4,321,1002.2,992.3
2019-10-03 오전 3:18:00,2019-10-03,3,20,3.8,93.7,0,0,1.3,331.9,1002.2,992.3
2019-10-03 오전 3:19:00,2019-10-03,3,19.9,3.8,93.7,0,0,2,315.1,1002.2,992.3
2019-10-03 오전 3:20:00,2019-10-03,3,20,3.8,93.8,0,0,2,349.2,1002.3,992.4
2019-10-03 오전 3:21:00,2019-10-03,3,19.9,3.8,93.8,0,0,1.6,314.3,1002.3,992.4
2019-10-03 오전 3:22:00,2019-10-03,3,20,3.8,93.8,0,0,0.5,271.3,1002.3,992.4
2019-10-03 오전 3:23:00,2019-10-03,3,19.9,3.9,93.7,0,0,1.3,290.4,1002.2,992.3
2019-10-03 오전 3:24:00,2019-10-03,3,20,3.9,93.7,0,0,1.7,302.1,1002.3,992.4
2019-10-03 오전 3:25:00,2019-10-03,3,19.9,3.9,93.6,0,0,1.5,311.5,1002.2,992.3
2019-10-03 오전 3:26:00,2019-10-03,3,20,3.9,93.5,0,0,1.2,322.8,1002.2,992.3
2019-10-03 오전 3:27:00,2019-10-03,3,19.9,3.9,93.2,0,0,1.6,349.2,1002.2,992.3
2019-10-03 오전 3:28:00,2019-10-03,3,20,3.9,92.9,0,0,1.8,348.5,1002.2,992.3
2019-10-03 오전 3:29:00,2019-10-03,3,19.9,3.9,92.7,0,0,1.3,300.8,1002.2,992.3
2019-10-03 오전 3:30:00,2019-10-03,3,20,3.9,92.5,0,0,1.5,318.8,1002.2,992.3
2019-10-03 오전 3:31:00,2019-10-03,3,20,3.9,92.5,0,0,2.2,333.7,1002.2,992.3
2019-10-03 오전 3:32:00,2019-10-03,3,20,3.9,92.5,0,0,2.1,335.4,1002.2,992.3
2019-10-03 오전 3:33:00,2019-10-03,3,19.9,3.9,92.3,0,0,2.9,332.6,1002.2,992.3
2019-10-03 오전 3:34:00,2019-10-03,3,19.9,3.9,92.3,0,0,2.3,320.6,1002.2,992.3
2019-10-03 오전 3:35:00,2019-10-03,3,19.9,3.9,92.3,0,0,1.9,331.8,1002.1,992.2
2019-10-03 오전 3:36:00,2019-10-03,3,19.9,3.9,92.2,0,0,2.5,328,1002.1,992.2
2019-10-03 오전 3:37:00,2019-10-03,3,19.9,4,92,0,0,2.3,334,1002.1,992.2
2019-10-03 오전 3:38:00,2019-10-03,3,19.9,4,92,0,0,1.5,345.2,1002.1,992.2
2019-10-03 오전 3:39:00,2019-10-03,3,19.9,4,90.8,0,0,1.8,349.7,1002,992.1
2019-10-03 오전 3:40:00,2019-10-03,3,19.9,4,89.8,0,0,1.6,353.9,1002,992.1
2019-10-03 오전 3:41:00,2019-10-03,3,19.9,4,89.8,0,0,2.2,336.3,1002,992.1
2019-10-03 오전 3:42:00,2019-10-03,3,19.9,4,89.7,0,0,2.7,338,1002,992.1
2019-10-03 오전 3:43:00,2019-10-03,3,19.9,4,89.7,0,0,1.2,324.5,1002,992.1
2019-10-03 오전 3:44:00,2019-10-03,3,19.9,4.1,89.8,0,0,2.6,314.2,1002,992.1
2019-10-03 오전 3:45:00,2019-10-03,3,19.9,4.1,89.7,0,0,1.8,348,1002,992.1
2019-10-03 오전 3:46:00,2019-10-03,3,19.9,4.1,89.9,0,0,2.6,335.8,1002,992.1
2019-10-03 오전 3:47:00,2019-10-03,3,19.9,4.1,90,0,0,1.3,356.4,1002,992.1
2019-10-03 오전 3:48:00,2019-10-03,3,19.9,4.1,89.9,0,0,2.9,331.1,1002,992.1
2019-10-03 오전 3:49:00,2019-10-03,3,19.9,4.1,89.7,0,0,1.8,359.3,1002,992.1
2019-10-03 오전 3:50:00,2019-10-03,3,19.9,4.1,89.4,0,0,2.2,350.8,1002,992.1
2019-10-03 오전 3:51:00,2019-10-03,3,19.9,4.1,89.1,0,0,2.1,340.5,1002,992.1
2019-10-03 오전 3:52:00,2019-10-03,3,19.9,4.2,88.9,0,0,2.9,328.4,1002,992.1
2019-10-03 오전 3:53:00,2019-10-03,3,19.9,4.2,88.7,0,0,2.4,355.8,1002,992.1
2019-10-03 오전 3:54:00,2019-10-03,3,19.9,4.2,88.6,0,0,2.6,334.3,1002,992.1
2019-10-03 오전 3:55:00,2019-10-03,3,19.9,4.2,88.7,0,0,3.6,347.8,1002,992.1
2019-10-03 오전 3:56:00,2019-10-03,3,19.9,4.2,88.7,0,0,3,325,1002,992.1
2019-10-03 오전 3:57:00,2019-10-03,3,19.9,4.2,88.8,0,0,2.8,348.6,1002,992.1
2019-10-03 오전 3:58:00,2019-10-03,3,19.9,4.2,88.8,0,0,2.3,354.8,1002,992.1
2019-10-03 오전 3:59:00,2019-10-03,3,19.9,4.2,88.9,0,0,2.1,349.5,1002.1,992.2
2019-10-03 오전 4:00:00,2019-10-03,4,19.9,4.3,88.9,0,0,3.2,335.4,1002.1,992.2
2019-10-03 오전 4:01:00,2019-10-03,4,19.9,4.3,89,0,0,1.9,341.8,1002.1,992.2
2019-10-03 오전 4:02:00,2019-10-03,4,19.9,4.3,89.1,0,0,2.6,341.9,1002.1,992.2
2019-10-03 오전 4:03:00,2019-10-03,4,19.9,4.3,88.9,0,0,3.2,338.1,1002.1,992.2
2019-10-03 오전 4:04:00,2019-10-03,4,19.9,4.3,88.9,0,0,2.2,345.9,1002.1,992.2
2019-10-03 오전 4:05:00,2019-10-03,4,19.9,4.3,89,0,0,2.7,339,1002.1,992.2
2019-10-03 오전 4:06:00,2019-10-03,4,19.9,4.3,88.9,0,0,2.9,346.5,1002.1,992.2
2019-10-03 오전 4:07:00,2019-10-03,4,19.9,4.3,89,0,0,3.5,329.1,1002.1,992.2
2019-10-03 오전 4:08:00,2019-10-03,4,20,4.3,89.1,0,0,2.3,340,1002.1,992.2
2019-10-03 오전 4:09:00,2019-10-03,4,20,4.4,89.3,0,0,2.2,334.7,1002.1,992.2
