Date_out,Time_out,Count,date,time,cum_precipitation,humidity,insolation,pressure,sea_lvl_pressure,sunshine,temp,wind,wind_direction,Rain_YN,N,Y,over_500
2019-10-04,21,762,2019-10-04,21,0.0,79.08999999999999,16.23,1003.0733333333334,1012.9733333333334,35280,21.735,2.1933333333333334,161.62,N,1,0,1
2019-10-04,22,646,2019-10-04,22,0.0,80.94,16.23,1003.0383333333334,1012.9383333333332,35280,21.365,1.6416666666666666,184.28166666666667,N,1,0,1
2019-10-04,23,540,2019-10-04,23,0.0,80.08666666666666,16.23,1002.9466666666668,1012.8466666666666,35280,21.105,2.518333333333333,151.90833333333333,N,1,0,1
2019-10-05,1,439,2019-10-05,1,0.0,80.00333333333333,0.0,1003.3116666666666,1013.215,0,20.615,2.7633333333333336,154.42333333333332,N,1,0,0
2019-10-05,2,312,2019-10-05,2,0.0,79.17666666666668,0.0,1003.6216666666668,1013.62,0,20.295,2.7766666666666664,152.38833333333332,N,1,0,0
2019-10-05,3,251,2019-10-05,3,0.0,79.76333333333334,0.0,1003.2666666666668,1013.2666666666668,0,20.035,1.83,123.01166666666668,N,1,0,0
2019-10-05,4,150,2019-10-05,4,0.0,81.24,0.0,1003.1483333333332,1013.145,0,19.848333333333336,1.415,129.89666666666668,N,1,0,0
2019-10-05,5,137,2019-10-05,5,0.0,81.43833333333333,0.0,1003.1416666666668,1013.0783333333331,0,19.736666666666668,1.9866666666666668,136.40666666666667,N,1,0,0
2019-10-05,6,160,2019-10-05,6,0.0,81.25,0.0,1003.4416666666668,1013.3533333333332,0,19.705,1.903333333333333,155.45666666666665,N,1,0,0
2019-10-05,7,238,2019-10-05,7,0.3283333333333333,83.33999999999999,0.0,1003.8883333333332,1013.7883333333332,0,19.546666666666667,2.12,139.225,Y,0,1,0
2019-10-05,8,362,2019-10-05,8,0.56,89.44666666666667,0.0498333333333333,1004.57,1014.5133333333334,0,19.10333333333333,2.7266666666666666,208.25,Y,0,1,0
2019-10-05,9,424,2019-10-05,9,0.6,84.65833333333333,0.3404999999999999,1005.065,1015.055,0,18.721666666666668,2.273333333333333,200.05666666666667,Y,0,1,0
2019-10-05,10,453,2019-10-05,10,0.6,77.595,1.3063333333333331,1005.2533333333334,1015.1533333333332,0,19.46,2.9833333333333334,213.265,Y,0,1,0
2019-10-05,11,523,2019-10-05,11,0.6,75.38000000000001,2.2175,1005.4483333333334,1015.3683333333332,1,19.385,3.083333333333333,230.75833333333333,Y,0,1,1
2019-10-05,12,615,2019-10-05,12,0.0,80.275,0.2705,1003.0633333333334,1012.9633333333334,588,20.886666666666667,2.648333333333333,145.6266666666667,N,1,0,1
2019-10-05,13,668,2019-10-05,13,0.6,65.24666666666667,5.027833333333334,1004.8816666666668,1014.7816666666666,3960,21.131666666666668,2.79,233.02,Y,0,1,1
2019-10-05,14,673,2019-10-05,14,0.6,62.54166666666666,6.2595,1004.6433333333332,1014.5433333333332,5439,21.48,2.9866666666666664,230.03333333333333,Y,0,1,1
2019-10-05,15,730,2019-10-05,15,0.6,65.59833333333333,7.552,1004.9866666666666,1014.895,7957,21.43166666666667,3.24,271.455,Y,0,1,1
2019-10-05,16,707,2019-10-05,16,0.6,69.44333333333334,7.990666666666667,1005.7733333333332,1015.7383333333332,8400,19.883333333333333,3.253333333333333,234.72666666666663,Y,0,1,1
2019-10-05,17,838,2019-10-05,17,0.6,65.365,8.192166666666667,1006.5933333333334,1016.5716666666668,8400,18.99,3.185,199.3933333333333,Y,0,1,1
2019-10-05,18,793,2019-10-05,18,0.6,61.083333333333336,8.24,1007.5366666666666,1017.5716666666668,8400,17.996666666666666,3.6866666666666665,170.51166666666668,Y,0,1,1
2019-10-05,19,648,2019-10-05,19,0.6,60.57,8.24,1008.34,1018.44,8400,17.171666666666667,4.085,146.49333333333334,Y,0,1,1
2019-10-05,20,619,2019-10-05,20,0.6,61.38166666666667,8.24,1009.1466666666668,1019.2733333333332,8400,16.61,3.631666666666667,125.785,Y,0,1,1
2019-10-05,21,664,2019-10-05,21,0.6,62.598333333333336,8.24,1009.7733333333332,1019.9733333333334,8400,15.988333333333337,3.6866666666666665,225.7,Y,0,1,1
2019-10-05,22,585,2019-10-05,22,0.6,63.56,8.24,1010.3766666666668,1020.5766666666666,8400,15.436666666666667,3.68,225.25333333333336,Y,0,1,1
2019-10-05,23,418,2019-10-05,23,0.6,63.42666666666666,8.24,1010.8466666666668,1021.085,8400,14.986666666666668,3.4016666666666664,179.68833333333333,Y,0,1,0
